Seed,Method,Steps,Relative L2,PDE residual norm,BC error,IC error,wall time,solver steps,action norm,return,paired improvement,Case
42,Base FNO Initializer,1,0.2779933512210846,300.79931640625,0.0,0.0,1.00000761449337e-06,0,0.0,0.0,0.0,7
42,Gradient residual refinement,1,0.2764820158481598,277.1834411621094,0.0,0.0,0.003616600064560771,1,0.009219805710017681,0.005451413337141275,0.0015113353729248047,7
42,PINN-style refinement,1,0.27785271406173706,298.2056884765625,0.0,0.0,0.007562299957498908,1,0.0005996808176860213,0.0005060344119556248,0.00014063715934753418,7
42,Supervised Neural Operator Corrector,1,0.2747424244880676,261.9419860839844,0.0,0.0,0.0031077999155968428,1,0.008674112148582935,0.011763099581003189,0.0032509267330169678,7
42,TD3 from scratch,1,0.27447187900543213,313.2251281738281,0.0,0.0,0.005129299825057387,1,0.01749025285243988,0.012748259119689465,0.003521472215652466,7
42,TD3+BC without physics regularization,1,0.2781341075897217,306.7658996582031,0.0,0.0,0.00486229988746345,1,0.02188325673341751,-0.0005064706201665103,-0.00014075636863708496,7
42,RL Neural Operator Solver,1,0.2747424244880676,261.9419860839844,0.0,0.0,0.0060032999608665705,1,0.008674112148582935,0.011763099581003189,0.0032509267330169678,7
42,Base FNO Initializer,1,0.4533723294734955,1763.629638671875,0.0,0.0,1.00000761449337e-06,0,0.0,0.0,0.0,8
42,Gradient residual refinement,1,0.45351743698120117,1671.942626953125,0.0,0.0,0.0026886998675763607,1,0.009986614808440208,-0.00032005878165364265,-0.00014510750770568848,8
42,PINN-style refinement,1,0.4534067213535309,1758.3355712890625,0.0,0.0,0.008522100048139691,1,0.0006262799142859876,-7.587979052914307e-05,-3.439188003540039e-05,8
42,Supervised Neural Operator Corrector,1,0.4529414772987366,1677.70556640625,0.0,0.0,0.003147199982777238,1,0.008777338080108166,0.0009507993818260729,0.00043085217475891113,8
42,TD3 from scratch,1,0.45243528485298157,1781.95751953125,0.0,0.0,0.005658300127834082,1,0.0194963701069355,0.00206881039775908,0.000937044620513916,8
42,TD3+BC without physics regularization,1,0.45374438166618347,1766.6602783203125,0.0,0.0,0.005020899930968881,1,0.02201918512582779,-0.0008205599151551723,-0.0003720521926879883,8
42,RL Neural Operator Solver,1,0.4529414772987366,1677.70556640625,0.0,0.0,0.006092600058764219,1,0.008777338080108166,0.0009507993818260729,0.00043085217475891113,8
42,Base FNO Initializer,1,0.29546281695365906,707.9194946289062,0.0,0.0,1.6900012269616127e-05,0,0.0,0.0,0.0,9
42,Gradient residual refinement,1,0.2947925329208374,666.5648803710938,0.0,0.0,0.0037088999524712563,1,0.00949869118630886,0.002271171659231186,0.0006702840328216553,9
42,PINN-style refinement,1,0.2954346537590027,704.5122680664062,0.0,0.0,0.008965699933469296,1,0.0006108672241680324,9.536269499221817e-05,2.816319465637207e-05,9
42,Supervised Neural Operator Corrector,1,0.29298776388168335,652.6400146484375,0.0,0.0,0.003283499972894788,1,0.008362713269889355,0.008412130177021027,0.002475053071975708,9
42,TD3 from scratch,1,0.2932755947113037,723.4217529296875,0.0,0.0,0.005586399929597974,1,0.018595196306705475,0.007430007215589285,0.0021872222423553467,9
42,TD3+BC without physics regularization,1,0.2959451675415039,709.5903930664062,0.0,0.0,0.004879999905824661,1,0.022024866193532944,-0.0016314612003043294,-0.00048235058784484863,9
42,RL Neural Operator Solver,1,0.29298776388168335,652.6400146484375,0.0,0.0,0.005601899931207299,1,0.008362713269889355,0.008412130177021027,0.002475053071975708,9
42,Base FNO Initializer,1,0.40287718176841736,1452.89404296875,0.0,0.0,1.00000761449337e-06,0,0.0,0.0,0.0,10
42,Gradient residual refinement,1,0.4029275178909302,1369.4130859375,0.0,0.0,0.0028423999901860952,1,0.009934555739164352,-0.00012498848082032055,-5.033612251281738e-05,10
42,PINN-style refinement,1,0.4029112756252289,1447.9136962890625,0.0,0.0,0.008061399916186929,1,0.0006217541522346437,-8.464237180305645e-05,-3.409385681152344e-05,10
