Seed,Case,Step,Horizon,GreedyImmediateReward,GreedyFinalError,LongHorizonReturn,LongHorizonFinalError,AbsoluteOracleGain,RelativeOracleGain,GreedyActionShift,LongActionShift,ActionsDifferent
42,13,1,20,0.008618978783488274,0.2886519134044647,0.042137254029512405,0.2886519134044647,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,13,2,20,0.006699216086417437,0.29024872183799744,0.03129973262548447,0.2900785803794861,0.00017014145851135254,0.0005861919302656469,0.4999999701976776,0.5,True
42,13,3,20,0.006163726560771465,0.2903153896331787,0.02529057115316391,0.2902803122997284,3.507733345031738e-05,0.00012082491904627769,0.5,0.5000000596046448,True
42,13,4,20,0.008514492772519588,0.2882944345474243,0.027470430359244347,0.2882944345474243,0.0,0.0,0.5,0.5,False
42,13,5,20,0.006161001045256853,0.2897354066371918,0.018419688567519188,0.2897354066371918,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,13,6,20,0.0057378290221095085,0.28976404666900635,0.0148769561201334,0.28976404666900635,0.0,0.0,0.5,0.5,False
42,13,7,20,0.0054583000019192696,0.2896668612957001,0.01231891568750143,0.2896668612957001,0.0,0.0,0.5,0.5,False
42,13,8,20,0.005665520206093788,0.2895297408103943,0.010500124655663967,0.2895112633705139,1.8477439880371094e-05,6.38187974356372e-05,0.4999999701976776,0.5,True
42,13,9,20,0.005147620569914579,0.2896253764629364,0.008257242850959301,0.28959229588508606,3.30805778503418e-05,0.00011421850617628854,0.4999999701976776,0.5,True
42,13,10,20,0.003913566004484892,0.2902577221393585,0.004703435581177473,0.2901816964149475,7.602572441101074e-05,0.0002619248985028184,0.4999999701976776,0.5,True
42,13,11,20,0.00448989775031805,0.2898672819137573,0.004522682633250952,0.2898672819137573,0.0,0.0,0.5,0.5,False
42,13,12,20,0.003900620387867093,0.2901589870452881,0.002650047652423382,0.2901589870452881,0.0,0.0,0.5,0.5,False
42,13,13,20,0.0063294474966824055,0.2891007959842682,0.0056505450047552586,0.2891007959842682,0.0,0.0,0.5,0.5,False
42,13,14,20,0.005387628450989723,0.28947165608406067,0.004014049656689167,0.28947165608406067,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,13,15,20,0.00482735363766551,0.2896897792816162,0.0030668589752167463,0.2896897792816162,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,13,16,20,0.006617732811719179,0.28910496830940247,0.005140061955899,0.28910496830940247,0.0,0.0,0.5,0.5,False
42,13,17,20,0.0035758039448410273,0.2900281548500061,0.002144582336768508,0.2900281548500061,0.0,0.0,0.4999999701976776,0.4999999701976776,False
42,13,18,20,0.0035401713103055954,0.29000231623649597,0.0026704841293394566,0.29000231623649597,0.0,0.0,0.5,0.5,False
42,13,19,20,0.003055400913581252,0.290061891078949,0.003055400913581252,0.290061891078949,0.0,0.0,0.4942760169506073,0.4942760169506073,False
42,14,0,20,0.04049156978726387,0.2223414182662964,0.3156043589115143,0.22197069227695465,0.00037072598934173584,0.0016673726030555429,0.4999999701976776,0.4815906584262848,True
42,14,1,20,0.04086058959364891,0.22541256248950958,0.2750769257545471,0.22541256248950958,0.0,0.0,0.48752421140670776,0.48752421140670776,False
42,14,2,20,0.041833240538835526,0.22116191685199738,0.26876622438430786,0.22116191685199738,0.0,0.0,0.4999999701976776,0.4999999701976776,False
