variant,state,candidate,q,return,horizon,pearson,spearman,pairwise,top1,Seed
full_cycle0,2,zero,-0.042215317487716675,0.006377317942678928,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,random,-0.07625490427017212,0.005565176601521671,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,shuffled,0.009963572025299072,0.007965134805999696,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,perturb_0.25sigma,-0.09470072388648987,0.005293488153256476,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,perturb_0.5sigma,-0.04336458444595337,0.006448197411373258,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,perturb_1sigma,-0.08970382809638977,0.00552870926912874,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,2,perturb_2sigma,-0.051044583320617676,0.005906406091526151,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,supervised,-0.10294485092163086,0.0035429183626547456,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,actor,-0.10294485092163086,0.0035429183626547456,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,zero,-0.05228361487388611,0.004332878859713674,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,random,-0.10559278726577759,0.0035520505625754595,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,shuffled,0.002013653516769409,0.005607503466308117,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,perturb_0.25sigma,-0.10798490047454834,0.0034384744940325618,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,perturb_0.5sigma,-0.11631900072097778,0.0031896827276796103,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,perturb_1sigma,-0.03460198640823364,0.004901620210148394,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,3,perturb_2sigma,-0.11601227521896362,0.004113320144824684,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,supervised,-0.09381026029586792,0.002059194492176175,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,actor,-0.09381026029586792,0.002059194492176175,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,zero,-0.04667627811431885,0.0026903452817350626,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,random,-0.030628710985183716,0.002949727699160576,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,shuffled,0.00715404748916626,0.0037402957677841187,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,perturb_0.25sigma,-0.08476120233535767,0.002042184816673398,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,perturb_0.5sigma,-0.11311739683151245,0.0018252752488479018,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,perturb_1sigma,-0.04648911952972412,0.0024782242253422737,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,4,perturb_2sigma,0.025001615285873413,0.003747176378965378,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,supervised,-0.03269657492637634,0.010559701011516154,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,actor,-0.03269657492637634,0.010559701011516154,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,zero,-0.006273090839385986,0.012560793082229793,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,random,-0.01415763795375824,0.012123928288929164,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,shuffled,0.014951109886169434,0.014924878370948136,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,perturb_0.25sigma,-0.024694353342056274,0.0110249383142218,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,perturb_0.5sigma,-0.04874759912490845,0.009645480255130678,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,perturb_1sigma,-0.05769762396812439,0.00962207088014111,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,5,perturb_2sigma,0.00823850929737091,0.0143237195443362,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,supervised,-0.0829305648803711,0.008660795399919152,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,actor,-0.0829305648803711,0.008660795399919152,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,zero,-0.030221790075302124,0.010094431694597006,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,random,0.01526845246553421,0.012143567437306046,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,shuffled,0.005060531198978424,0.012161833001300693,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,perturb_0.25sigma,-0.0979604721069336,0.008430866175331175,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,perturb_0.5sigma,-0.040388286113739014,0.009700766415335238,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,perturb_1sigma,-0.022459328174591064,0.01029483217280358,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,6,perturb_2sigma,-0.23360925912857056,0.006425530067645013,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,supervised,-0.14052051305770874,0.006239298149012029,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,actor,-0.14052051305770874,0.006239298149012029,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,zero,-0.0791170597076416,0.007238612626679242,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,random,-0.11732763051986694,0.00653031759429723,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,shuffled,-0.01705414056777954,0.009007835411466658,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,perturb_0.25sigma,-0.14147213101387024,0.006290419609285891,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,perturb_0.5sigma,-0.0268670916557312,0.008647767943330109,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,perturb_1sigma,-0.23839187622070312,0.0049850596114993095,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,7,perturb_2sigma,0.04712595045566559,0.009407020057551563,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,8,supervised,-0.1698487102985382,0.004874495672993362,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
full_cycle0,8,actor,-0.1698487102985382,0.004874495672993362,5,0.6832152149961025,0.5667458207786296,0.8214285714285714,0.7625,42
