Case,Seed,Method,TrajectoryRelativeL2,FinalFrameRelativeL2,LocalCalls
803,2026,CoarseOnly,0.11275196075439453,0.17357178032398224,0
835,2026,CoarseOnly,0.04509896785020828,0.049807753413915634,0
871,2026,CoarseOnly,0.04518742859363556,0.057025156915187836,0
979,2026,CoarseOnly,0.0890691727399826,0.1483985185623169,0
980,2026,CoarseOnly,0.08997780084609985,0.15061716735363007,0
834,2026,CoarseOnly,0.04385625198483467,0.10835263133049011,0
829,2026,CoarseOnly,0.10103943943977356,0.1668081283569336,0
981,2026,CoarseOnly,0.04625023156404495,0.06028813123703003,0
808,2026,CoarseOnly,0.06398860365152359,0.058310411870479584,0
965,2026,CoarseOnly,0.04787103459239006,0.06185097619891167,0
934,2026,CoarseOnly,0.06645042449235916,0.061560098081827164,0
971,2026,CoarseOnly,0.07023690640926361,0.07181383669376373,0
861,2026,CoarseOnly,0.5049211978912354,0.4907531440258026,0
977,2026,CoarseOnly,0.07420091331005096,0.0884079784154892,0
990,2026,CoarseOnly,0.05806076154112816,0.05828001722693443,0
828,2026,CoarseOnly,0.04433364421129227,0.16435250639915466,0
858,2026,CoarseOnly,0.12479317933320999,0.17556697130203247,0
938,2026,CoarseOnly,0.4743615388870239,0.17097648978233337,0
976,2026,CoarseOnly,0.043857574462890625,0.11327054351568222,0
955,2026,CoarseOnly,0.043866921216249466,0.11924576014280319,0
872,2026,CoarseOnly,0.1013491302728653,0.16706588864326477,0
867,2026,CoarseOnly,0.07289816439151764,0.08244910836219788,0
841,2026,CoarseOnly,0.043963707983493805,0.08819149434566498,0
830,2026,CoarseOnly,0.04443738982081413,0.054629866033792496,0
946,2026,CoarseOnly,0.42751020193099976,0.1509050726890564,0
952,2026,CoarseOnly,0.044137679040431976,0.15123462677001953,0
923,2026,CoarseOnly,0.045064568519592285,0.05131736397743225,0
925,2026,CoarseOnly,0.04489612206816673,0.19322513043880463,0
953,2026,CoarseOnly,0.04403594508767128,0.1429847627878189,0
846,2026,CoarseOnly,0.12301906943321228,0.16336628794670105,0
930,2026,CoarseOnly,0.06479007005691528,0.05894158408045769,0
863,2026,CoarseOnly,0.04513225704431534,0.04591657593846321,0
899,2026,CoarseOnly,0.05847163125872612,0.05805415287613869,0
821,2026,CoarseOnly,0.06383436918258667,0.05814708024263382,0
910,2026,CoarseOnly,0.12047627568244934,0.17545931041240692,0
921,2026,CoarseOnly,0.1359737664461136,0.1705840528011322,0
909,2026,CoarseOnly,0.1322706639766693,0.17327377200126648,0
843,2026,CoarseOnly,0.08507267385721207,0.13658809661865234,0
902,2026,CoarseOnly,0.05945274233818054,0.05765576660633087,0
957,2026,CoarseOnly,0.0450848825275898,0.042886096984148026,0
852,2026,CoarseOnly,0.06348066031932831,0.05783870071172714,0
856,2026,CoarseOnly,0.13650162518024445,0.17266060411930084,0
906,2026,CoarseOnly,0.10261964052915573,0.16807499527931213,0
869,2026,CoarseOnly,0.0846870169043541,0.13523104786872864,0
839,2026,CoarseOnly,0.05604822561144829,0.059346262365579605,0
908,2026,CoarseOnly,0.09633177518844604,0.16182875633239746,0
832,2026,CoarseOnly,0.04586624354124069,0.23231425881385803,0
907,2026,CoarseOnly,0.055673398077487946,0.05961727350950241,0
920,2026,CoarseOnly,0.45419394969940186,0.15417928993701935,0
837,2026,CoarseOnly,0.0659017488360405,0.060612767934799194,0
864,2026,CoarseOnly,0.12215302139520645,0.1642296463251114,0
875,2026,CoarseOnly,0.0493442676961422,0.062210455536842346,0
935,2026,CoarseOnly,0.17512065172195435,0.15531490743160248,0
967,2026,CoarseOnly,0.06181763485074043,0.057208675891160965,0
900,2026,CoarseOnly,0.22958028316497803,0.15892229974269867,0
891,2026,CoarseOnly,0.04514305666089058,0.05687033012509346,0
927,2026,CoarseOnly,0.046504758298397064,0.06080300360918045,0
956,2026,CoarseOnly,0.1636018306016922,0.15763290226459503,0
964,2026,CoarseOnly,0.07885795831680298,0.11081964522600174,0
806,2026,CoarseOnly,0.045112334191799164,0.2027093917131424,0
983,2026,CoarseOnly,0.12828285992145538,0.17493176460266113,0
888,2026,CoarseOnly,0.4356209337711334,0.14706407487392426,0
845,2026,CoarseOnly,0.10491347312927246,0.169672429561615,0
929,2026,CoarseOnly,0.0843033567070961,0.13388444483280182,0
865,2026,CoarseOnly,0.05254556983709335,0.06127182021737099,0
939,2026,CoarseOnly,0.07695519924163818,0.10167665034532547,0
995,2026,CoarseOnly,0.04612074792385101,0.06022845581173897,0
932,2026,CoarseOnly,0.04509105905890465,0.04319077357649803,0
993,2026,CoarseOnly,0.049702923744916916,0.06208815798163414,0
918,2026,CoarseOnly,0.12750297784805298,0.1751163750886917,0
949,2026,CoarseOnly,0.04502098262310028,0.04209937900304794,0
951,2026,CoarseOnly,0.055779144167900085,0.05963841453194618,0
842,2026,CoarseOnly,0.1372341811656952,0.17570146918296814,0
985,2026,CoarseOnly,0.13363142311573029,0.16308948397636414,0
827,2026,CoarseOnly,0.07599622011184692,0.0970064252614975,0
866,2026,CoarseOnly,0.04636961594223976,0.06054789572954178,0
820,2026,CoarseOnly,0.04979600012302399,0.06203996762633324,0
836,2026,CoarseOnly,0.053360600024461746,0.060933224856853485,0
853,2026,CoarseOnly,0.049891531467437744,0.06215494126081467,0
897,2026,CoarseOnly,0.056677624583244324,0.05896364897489548,0
800,2026,CoarseOnly,0.04389156028628349,0.09825768321752548,0
824,2026,CoarseOnly,0.06355411559343338,0.057911716401576996,0
913,2026,CoarseOnly,0.07324212789535522,0.0839887261390686,0
978,2026,CoarseOnly,0.11503177136182785,0.17430919408798218,0
849,2026,CoarseOnly,0.05991337448358536,0.057457514107227325,0
813,2026,CoarseOnly,0.05871611833572388,0.057927463203668594,0
962,2026,CoarseOnly,0.10837604105472565,0.17160670459270477,0
879,2026,CoarseOnly,0.04503080993890762,0.0542060025036335,0
823,2026,CoarseOnly,0.09416887909173965,0.1587296724319458,0
968,2026,CoarseOnly,0.08606548607349396,0.13987459242343903,0
997,2026,CoarseOnly,0.12210039049386978,0.16425015032291412,0
892,2026,CoarseOnly,0.3569349944591522,0.18303965032100677,0
840,2026,CoarseOnly,0.07738638669252396,0.10374090820550919,0
826,2026,CoarseOnly,0.044635552912950516,0.18079423904418945,0
895,2026,CoarseOnly,0.5099113583564758,1.9790400266647339,0
915,2026,CoarseOnly,0.04510047286748886,0.043647315353155136,0
903,2026,CoarseOnly,0.04394448176026344,0.133520245552063,0
991,2026,CoarseOnly,0.05205634608864784,0.06146838515996933,0
804,2026,CoarseOnly,0.045344773679971695,0.212362602353096,0
970,2026,CoarseOnly,0.09390555322170258,0.15831215679645538,0
803,2026,RandomMacro,0.11263003200292587,0.17128708958625793,76
835,2026,RandomMacro,0.04705827683210373,0.08868920058012009,76
871,2026,RandomMacro,0.047473035752773285,0.0572308786213398,76
979,2026,RandomMacro,0.08762864023447037,0.15186935663223267,76
980,2026,RandomMacro,0.09105422347784042,0.13998062908649445,76
834,2026,RandomMacro,0.04431778937578201,0.09396901726722717,76
829,2026,RandomMacro,0.10132478922605515,0.15182533860206604,76
981,2026,RandomMacro,0.048287294805049896,0.09974723309278488,76
808,2026,RandomMacro,0.06412896513938904,0.0813005194067955,76
965,2026,RandomMacro,0.04962827265262604,0.1082773506641388,76
934,2026,RandomMacro,0.06933484226465225,0.07105212658643723,76
971,2026,RandomMacro,0.07143354415893555,0.07810799777507782,76
861,2026,RandomMacro,0.50173020362854,0.4688238203525543,76
977,2026,RandomMacro,0.0751354768872261,0.09067980200052261,76
990,2026,RandomMacro,0.06078576669096947,0.0803246721625328,76
828,2026,RandomMacro,0.0447579026222229,0.1528007835149765,76
858,2026,RandomMacro,0.12499672919511795,0.17782163619995117,76
938,2026,RandomMacro,0.6171032190322876,1.8768913745880127,76
976,2026,RandomMacro,0.04413161054253578,0.10344690829515457,76
955,2026,RandomMacro,0.044356781989336014,0.11346747726202011,76
872,2026,RandomMacro,0.10095241665840149,0.1472562700510025,76
867,2026,RandomMacro,0.07200935482978821,0.08307737112045288,76
841,2026,RandomMacro,0.04458799213171005,0.08732127398252487,76
830,2026,RandomMacro,0.04497889056801796,0.054629355669021606,76
946,2026,RandomMacro,0.4335545301437378,1.6737388372421265,76
952,2026,RandomMacro,0.04506397619843483,0.15766653418540955,76
923,2026,RandomMacro,0.04708215594291687,0.07022304832935333,76
925,2026,RandomMacro,0.045020006597042084,0.1900920271873474,76
953,2026,RandomMacro,0.04420814663171768,0.13558964431285858,76
846,2026,RandomMacro,0.12744057178497314,0.15155212581157684,76
930,2026,RandomMacro,0.06850333511829376,0.08012308925390244,76
863,2026,RandomMacro,0.04563817381858826,0.07412448525428772,76
899,2026,RandomMacro,0.06006268411874771,0.07261607050895691,76
821,2026,RandomMacro,0.06923472881317139,0.07114632427692413,76
910,2026,RandomMacro,0.1227627620100975,0.16811290383338928,76
921,2026,RandomMacro,0.15189123153686523,0.1531537026166916,76
909,2026,RandomMacro,0.1340002864599228,0.1546720564365387,76
843,2026,RandomMacro,0.08801830559968948,0.12391405552625656,76
902,2026,RandomMacro,0.062229055911302567,0.08071345835924149,76
957,2026,RandomMacro,0.04646042734384537,0.0515366867184639,76
852,2026,RandomMacro,0.06484012305736542,0.0804312527179718,76
856,2026,RandomMacro,0.15186519920825958,0.15360692143440247,76
906,2026,RandomMacro,0.10204170644283295,0.14852383732795715,76
869,2026,RandomMacro,0.09076739847660065,0.12591758370399475,76
839,2026,RandomMacro,0.05703464522957802,0.07653340697288513,76
908,2026,RandomMacro,0.09631248563528061,0.1459786295890808,76
832,2026,RandomMacro,0.046891674399375916,0.21582594513893127,76
907,2026,RandomMacro,0.058435987681150436,0.0765732005238533,76
920,2026,RandomMacro,0.47103655338287354,0.7773420810699463,76
837,2026,RandomMacro,0.07042954117059708,0.06577734649181366,76
864,2026,RandomMacro,0.13469171524047852,0.1708013117313385,76
875,2026,RandomMacro,0.05107615515589714,0.08140865713357925,76
935,2026,RandomMacro,0.29346370697021484,0.1450045108795166,76
967,2026,RandomMacro,0.06298854947090149,0.0662255510687828,76
900,2026,RandomMacro,0.141912579536438,0.1663644164800644,76
891,2026,RandomMacro,0.04782744124531746,0.0927574411034584,76
927,2026,RandomMacro,0.049996450543403625,0.07786589860916138,76
956,2026,RandomMacro,0.1680375039577484,0.14433176815509796,76
964,2026,RandomMacro,0.0769081860780716,0.104998879134655,76
806,2026,RandomMacro,0.045859791338443756,0.20431503653526306,76
983,2026,RandomMacro,0.1275632679462433,0.16901084780693054,76
888,2026,RandomMacro,0.45203301310539246,1.418386459350586,76
845,2026,RandomMacro,0.1034364104270935,0.15012390911579132,76
929,2026,RandomMacro,0.08578222244977951,0.13274934887886047,76
865,2026,RandomMacro,0.05541813746094704,0.08254338800907135,76
939,2026,RandomMacro,0.07606162130832672,0.10098247975111008,76
995,2026,RandomMacro,0.048624515533447266,0.07774875313043594,76
932,2026,RandomMacro,0.04736374318599701,0.0637618750333786,76
993,2026,RandomMacro,0.05289807543158531,0.0953708067536354,76
918,2026,RandomMacro,0.1322041004896164,0.15539322793483734,76
949,2026,RandomMacro,0.04607412964105606,0.06207102909684181,76
951,2026,RandomMacro,0.05859704688191414,0.062499940395355225,76
842,2026,RandomMacro,0.14196939766407013,0.1735709309577942,76
985,2026,RandomMacro,0.13764625787734985,0.15058587491512299,76
827,2026,RandomMacro,0.07755298912525177,0.09971804171800613,76
866,2026,RandomMacro,0.049133673310279846,0.11036606132984161,76
820,2026,RandomMacro,0.0538986399769783,0.06402061134576797,76
836,2026,RandomMacro,0.054492536932229996,0.08197624236345291,76
853,2026,RandomMacro,0.05091877654194832,0.08307432383298874,76
897,2026,RandomMacro,0.05748425051569939,0.07766290009021759,76
800,2026,RandomMacro,0.045043379068374634,0.08788241446018219,76
824,2026,RandomMacro,0.06618838012218475,0.07854939997196198,76
913,2026,RandomMacro,0.0736965537071228,0.08491715043783188,76
978,2026,RandomMacro,0.113801009953022,0.16753031313419342,76
849,2026,RandomMacro,0.06124652922153473,0.07542362809181213,76
813,2026,RandomMacro,0.05972547456622124,0.07133139669895172,76
962,2026,RandomMacro,0.10709788650274277,0.16545189917087555,76
879,2026,RandomMacro,0.04687055945396423,0.08369559049606323,76
823,2026,RandomMacro,0.09716009348630905,0.14527836441993713,76
968,2026,RandomMacro,0.08660084754228592,0.12687347829341888,76
997,2026,RandomMacro,0.1291152387857437,0.13653980195522308,76
892,2026,RandomMacro,0.36898359656333923,0.34770461916923523,76
840,2026,RandomMacro,0.07850285619497299,0.09506123512983322,76
826,2026,RandomMacro,0.04503468796610832,0.18399034440517426,76
895,2026,RandomMacro,0.4807698428630829,0.5029687881469727,76
915,2026,RandomMacro,0.045426513999700546,0.05974729731678963,76
903,2026,RandomMacro,0.044134099036455154,0.1408691704273224,76
991,2026,RandomMacro,0.056314848363399506,0.07672805339097977,76
804,2026,RandomMacro,0.04655027762055397,0.19626957178115845,76
970,2026,RandomMacro,0.0948999673128128,0.14292271435260773,76
803,2026,UniformMacro,0.11082830280065536,0.16368833184242249,76
835,2026,UniformMacro,0.047274649143218994,0.07321102917194366,76
871,2026,UniformMacro,0.04809335619211197,0.08670627325773239,76
979,2026,UniformMacro,0.09060424566268921,0.14044740796089172,76
980,2026,UniformMacro,0.09150991588830948,0.14234234392642975,76
834,2026,UniformMacro,0.04457490146160126,0.10711394250392914,76
829,2026,UniformMacro,0.09985709935426712,0.15715734660625458,76
981,2026,UniformMacro,0.04916933923959732,0.09017008543014526,76
808,2026,UniformMacro,0.06718792766332626,0.07445375621318817,76
965,2026,UniformMacro,0.05022917687892914,0.09591206163167953,76
934,2026,UniformMacro,0.06894288212060928,0.06501979380846024,76
971,2026,UniformMacro,0.07296114414930344,0.07732662558555603,76
861,2026,UniformMacro,0.4968991279602051,0.16577069461345673,76
977,2026,UniformMacro,0.07441036403179169,0.09574175626039505,76
990,2026,UniformMacro,0.06228899583220482,0.0785536989569664,76
828,2026,UniformMacro,0.045085836201906204,0.15611059963703156,76
858,2026,UniformMacro,0.12384450435638428,0.16692303121089935,76
938,2026,UniformMacro,0.586208701133728,0.3957884609699249,76
976,2026,UniformMacro,0.044573429971933365,0.11162140220403671,76
955,2026,UniformMacro,0.04463330656290054,0.12208651006221771,76
872,2026,UniformMacro,0.10032384842634201,0.15736758708953857,76
867,2026,UniformMacro,0.07581841200590134,0.09205502271652222,76
841,2026,UniformMacro,0.044732604175806046,0.09385961294174194,76
