Case,SolverStep,LatentDistance,CorrectionDifference,NextErrorDifference
893,0,3.0,0.331612229347229,0.08630818128585815
893,0,3.0,0.331612229347229,0.09694381058216095
893,0,1.0,0.10970128327608109,0.012573540210723877
893,0,1.0,0.10970128327608109,0.012943953275680542
893,0,3.0,0.25426024198532104,0.05499336123466492
893,0,3.0,0.25426024198532104,0.06314750015735626
893,0,1.0,0.09295718371868134,0.014074310660362244
893,0,1.0,0.09295718371868134,0.004309758543968201
893,0,3.0,0.2878502905368805,0.07683949172496796
893,0,3.0,0.2878503203392029,0.0686912089586258
893,0,1.0,0.11731304228305817,0.016036972403526306
893,0,1.0,0.11731304228305817,0.012955129146575928
893,0,3.0,0.31190887093544006,0.0719185471534729
893,0,3.0,0.31190887093544006,0.09365959465503693
893,0,1.0,0.11103973537683487,0.006280258297920227
893,0,1.0,0.11103973537683487,0.01954735815525055
893,0,2.999999761581421,0.31544607877731323,0.08084219694137573
893,0,2.999999761581421,0.31544607877731323,0.08827626705169678
893,0,1.0,0.08544684946537018,0.01028972864151001
893,0,1.0,0.08544685691595078,0.0054159462451934814
893,0,3.000000238418579,0.29162219166755676,0.08854737877845764
893,0,3.000000238418579,0.29162219166755676,0.05922152101993561
893,0,1.0,0.10083426535129547,0.00901573896408081
893,0,1.0,0.10083427280187607,0.0126638263463974
893,0,3.0,0.28395047783851624,0.08347547054290771
893,0,3.0,0.28395047783851624,0.058109819889068604
893,0,0.9999999403953552,0.10304130613803864,0.012814030051231384
893,0,0.9999999403953552,0.10304130613803864,0.00979679822921753
893,0,3.0,0.27873659133911133,0.0712614357471466
893,0,3.0,0.27873659133911133,0.06674088537693024
893,0,1.0,0.09650295972824097,0.005558133125305176
893,0,1.0,0.09650295972824097,0.014253214001655579
893,0,3.0,0.2958594560623169,0.06886360049247742
998,0,0.9999999403953552,0.10663125663995743,0.007669329643249512
998,0,0.9999999403953552,0.10663125663995743,0.008175775408744812
998,0,2.999999761581421,0.31623315811157227,0.06731986999511719
998,0,2.999999761581421,0.31623315811157227,0.051179662346839905
998,0,1.0,0.10768058896064758,0.010532781481742859
998,0,1.0,0.10768058896064758,0.005577743053436279
998,0,3.0,0.3245866298675537,0.0802135318517685
998,0,3.0,0.3245866298675537,0.04226168990135193
998,0,0.9999999403953552,0.12285497039556503,0.008248478174209595
998,0,0.9999999403953552,0.12285497039556503,0.012579783797264099
998,0,3.0,0.2628730535507202,0.046303197741508484
998,0,3.0,0.2628730535507202,0.039774090051651
998,0,1.0,0.08955901116132736,0.006102442741394043
998,0,1.0,0.08955901861190796,0.0051605552434921265
998,0,3.000000238418579,0.2903958261013031,0.04588271677494049
998,0,3.000000238418579,0.2903958261013031,0.05655278265476227
998,0,1.0,0.09546294808387756,0.01180732250213623
998,0,1.0,0.09546294808387756,0.0007569640874862671
998,0,3.0,0.2970941960811615,0.04238693416118622
998,0,3.0,0.2970941960811615,0.06375680863857269
998,0,1.0,0.09189552068710327,0.001817941665649414
998,0,1.0,0.09189552068710327,0.009921371936798096
998,0,2.999999761581421,0.23533287644386292,0.043903499841690063
998,0,2.999999761581421,0.23533287644386292,0.02634119987487793
998,0,1.0,0.10056509077548981,0.0027473866939544678
998,0,1.0,0.10056509077548981,0.011267706751823425
998,0,3.0,0.23832634091377258,0.0360046923160553
998,0,3.0,0.23832634091377258,0.0362962931394577
998,0,0.9999999403953552,0.10866153985261917,0.003405258059501648
998,0,0.9999999403953552,0.10866153985261917,0.012886270880699158
998,0,3.0,0.28797629475593567,0.0420590341091156
998,0,3.0,0.28797629475593567,0.058685317635536194
998,0,1.0,0.0948900505900383,0.011338815093040466
998,0,1.0,0.0948900505900383,0.0011045187711715698
998,0,3.0,0.33090829849243164,0.06041993200778961
998,0,3.0,0.33090829849243164,0.06786423921585083
998,0,1.0,0.08158906549215317,0.004466116428375244
998,0,1.0,0.08158906549215317,0.004912272095680237
998,0,3.0,0.35975372791290283,0.05682586133480072
998,0,3.0,0.35975372791290283,0.08961598575115204
998,0,1.0,0.0736728087067604,0.006744250655174255
998,0,1.0,0.0736728087067604,0.0008669942617416382
998,0,3.0,0.2917097806930542,0.059847623109817505
998,0,3.0,0.2917097806930542,0.043187856674194336
998,0,1.0,0.10409078747034073,0.004014194011688232
998,0,1.0,0.10409078747034073,0.011023193597793579
998,0,3.0,0.2538260817527771,0.04321788251399994
998,0,3.0,0.2538260817527771,0.03767961263656616
998,0,1.0,0.08612748235464096,0.005408778786659241
998,0,1.0,0.08612748980522156,0.00502343475818634
998,0,2.999999761581421,0.323787122964859,0.05195550620555878
998,0,2.999999761581421,0.3237870931625366,0.07129064202308655
998,0,1.0,0.09919658303260803,0.007620677351951599
998,0,1.0,0.09919657558202744,0.006136804819107056
998,0,3.0,0.29262030124664307,0.07431702315807343
998,0,3.0,0.29262030124664307,0.026748865842819214
998,0,1.0,0.08767072856426239,-6.148219108581543e-05
998,0,1.0,0.08767072856426239,0.0106726735830307
998,0,2.999999761581421,0.2561577260494232,0.0341891348361969
998,0,2.999999761581421,0.2561577260494232,0.047828078269958496
998,0,1.0,0.09950681775808334,0.010069698095321655
998,0,1.0,0.09950681775808334,0.00370904803276062
998,0,3.0,0.3233271837234497,0.044801563024520874
