Horizon,Case,SolverStep,Stage,ActionsDifferent,ImmediateGain,GreedyFinalError,LongFinalError,TrajectoryGain
5,881,3,Early,False,0.0,0.12556317448616028,0.12383514642715454,0.0017280280590057373
5,881,4,Early,False,0.0,0.12556317448616028,0.12383514642715454,0.0017280280590057373
5,882,0,Early,True,-0.0028986893594264984,0.12636542320251465,0.12663906812667847,-0.00027364492416381836
5,882,1,Early,True,-0.003683098591864109,0.12636542320251465,0.12663906812667847,-0.00027364492416381836
5,882,2,Early,False,0.0,0.12636542320251465,0.12663906812667847,-0.00027364492416381836
5,882,3,Early,True,-0.0007457226165570319,0.12636542320251465,0.12663906812667847,-0.00027364492416381836
5,882,4,Early,False,0.0,0.12636542320251465,0.12663906812667847,-0.00027364492416381836
5,898,0,Early,False,0.0,0.11523512750864029,0.11523512750864029,0.0
5,898,1,Early,False,0.0,0.11523512750864029,0.11523512750864029,0.0
5,898,2,Early,False,0.0,0.11523512750864029,0.11523512750864029,0.0
5,898,3,Early,False,0.0,0.11523512750864029,0.11523512750864029,0.0
5,898,4,Early,False,0.0,0.11523512750864029,0.11523512750864029,0.0
5,848,0,Early,True,-0.00040236394852399826,0.13174396753311157,0.13129198551177979,0.0004519820213317871
5,848,1,Early,True,-0.0028903819620609283,0.13174396753311157,0.13129198551177979,0.0004519820213317871
5,848,2,Early,False,0.0,0.13174396753311157,0.13129198551177979,0.0004519820213317871
5,848,3,Early,False,0.0,0.13174396753311157,0.13129198551177979,0.0004519820213317871
5,848,4,Early,False,0.0,0.13174396753311157,0.13129198551177979,0.0004519820213317871
5,973,0,Early,True,-0.0015430077910423279,0.13987521827220917,0.1416388303041458,-0.0017636120319366455
5,973,1,Early,True,-0.018782131373882294,0.13987521827220917,0.1416388303041458,-0.0017636120319366455
5,973,2,Early,False,0.0,0.13987521827220917,0.1416388303041458,-0.0017636120319366455
5,973,3,Early,False,0.0,0.13987521827220917,0.1416388303041458,-0.0017636120319366455
5,973,4,Early,False,0.0,0.13987521827220917,0.1416388303041458,-0.0017636120319366455
