Method,Budget,TrajectoryRelativeL2,FinalFrameRelativeL2,LocalCalls,WallTime,Seed,RelativeGainVsMyopic,RelativeGainVsBeamBC
CoarseOnly,32,0.7403468310832977,1.056560012102127,0.0,19.33773869999277,2026,-0.4328986862361143,-0.12758348927819138
RandomMacro,32,0.7096165883541107,1.0209193813800812,32.0,25.97409730000072,2026,3.7358600968708195,4.028502300959039
UniformMacro,32,0.737155693769455,1.0172574305534363,32.0,25.521156499991775,2026,0.0,0.30399918846489
GradientMacro,32,0.7694246983528137,1.210167157649994,32.0,26.17916710001009,2026,-4.377501911211011,-4.060195152461005
SetAwareMyopicMacro,32,0.737155693769455,1.0172574305534363,32.0,25.526627200000803,2026,0.0,0.30399918846489
BeamBC,32,0.7394034743309021,1.080302882194519,32.0,26.93193780000729,2026,-0.30492616152133195,0.0
RV-PI,32,0.6866988921165467,0.9619070768356324,32.0,26.344324999998207,2026,6.844795757446685,7.127986822356858
ImmediateOnlyPI,32,0.7298862385749817,1.0819426143169404,32.0,26.7574323000008,2026,0.9861492295204091,1.2871505323305041
