Method,Budget,TrajectoryRelativeL2,FinalFrameRelativeL2,LocalCalls,WallTime,Seed,RelativeGainVsMyopic,RelativeGainVsBeamBC
CoarseOnly,32,0.7403468310832977,1.056560012102127,0.0,22.522787900001276,123,-0.4328986862361143,-0.12758348927819138
RandomMacro,32,0.7020744061470032,1.0094023323059083,32.0,31.875372200003767,123,4.7590065326719735,5.04853837989855
UniformMacro,32,0.737155693769455,1.0172574305534363,32.0,43.562591200003226,123,0.0,0.30399918846489
GradientMacro,32,0.7694246983528137,1.210167157649994,32.0,47.46335479999834,123,-4.377501911211011,-4.060195152461005
SetAwareMyopicMacro,32,0.737155693769455,1.0172574305534363,32.0,42.64663319999818,123,0.0,0.30399918846489
BeamBC,32,0.7394034743309021,1.080302882194519,32.0,30.820050700000138,123,-0.30492616152133195,0.0
RV-PI,32,0.7011282372474671,1.0234802663326263,32.0,30.704255199998443,123,4.8873605435726954,5.176502195647771
ImmediateOnlyPI,32,0.730904301404953,1.0831581914424897,32.0,30.647967799995968,123,0.8480423358782501,1.1494634825242316
