Case,Method,PhysicalStep,Q,RemainingBudget,SelectedPatches,FrameError
289,RandomMacro,10,0,9,[],1.013226866722107
289,RandomMacro,11,2,7,"[54, 14]",1.0283896923065186
289,RandomMacro,12,2,5,"[30, 53]",1.0462075471878052
289,RandomMacro,13,1,4,[22],1.0996278524398804
289,RandomMacro,14,1,3,[14],1.0592654943466187
289,RandomMacro,15,2,1,"[62, 6]",1.0569288730621338
289,RandomMacro,16,1,0,[30],1.0663377046585083
290,RandomMacro,0,4,28,"[14, 30, 45, 61]",0.058557625859975815
290,RandomMacro,1,4,24,"[13, 29, 45, 22]",0.07035672664642334
290,RandomMacro,2,2,22,"[13, 29]",0.10999950021505356
290,RandomMacro,3,2,20,"[13, 45]",0.17617084085941315
290,RandomMacro,4,1,19,[61],0.2957819998264313
290,RandomMacro,5,0,19,[],0.5163898468017578
290,RandomMacro,6,0,19,[],0.7320761680603027
290,RandomMacro,7,0,19,[],0.9354051351547241
290,RandomMacro,8,0,19,[],1.0624579191207886
290,RandomMacro,9,2,17,"[29, 46]",1.0300941467285156
290,RandomMacro,10,2,15,"[54, 22]",0.9420146346092224
290,RandomMacro,11,1,14,[14],0.9247417449951172
290,RandomMacro,12,4,10,"[61, 54, 21, 6]",0.9277530908584595
290,RandomMacro,13,0,10,[],1.052077054977417
290,RandomMacro,14,4,6,"[54, 45, 6, 30]",1.0473185777664185
290,RandomMacro,15,4,2,"[61, 5, 45, 29]",1.019978642463684
290,RandomMacro,16,2,0,"[61, 14]",1.0298207998275757
291,RandomMacro,0,2,30,"[14, 30]",0.06651587039232254
291,RandomMacro,1,4,26,"[13, 29, 45, 22]",0.07229310274124146
291,RandomMacro,2,1,25,[13],0.0919601321220398
291,RandomMacro,3,0,25,[],0.16301293671131134
291,RandomMacro,4,0,25,[],0.3351808786392212
291,RandomMacro,5,4,21,"[5, 61, 45, 6]",0.5628535151481628
291,RandomMacro,6,0,21,[],0.8230559825897217
291,RandomMacro,7,2,19,"[37, 13]",0.9805261492729187
291,RandomMacro,8,4,15,"[29, 45, 13, 61]",1.0235661268234253
291,RandomMacro,9,1,14,[45],0.9904300570487976
291,RandomMacro,10,1,13,[22],0.8913192749023438
291,RandomMacro,11,2,11,"[14, 46]",0.9034307599067688
291,RandomMacro,12,1,10,[22],0.942546546459198
291,RandomMacro,13,1,9,[53],0.9615358710289001
291,RandomMacro,14,4,5,"[30, 6, 13, 54]",0.9255557060241699
291,RandomMacro,15,4,1,"[54, 5, 30, 53]",0.9249663949012756
291,RandomMacro,16,1,0,[53],0.9419202208518982
292,RandomMacro,0,2,30,"[14, 30]",0.0684192031621933
292,RandomMacro,1,2,28,"[13, 29]",0.09031268954277039
292,RandomMacro,2,2,26,"[13, 29]",0.13731570541858673
292,RandomMacro,3,1,25,[13],0.27862226963043213
292,RandomMacro,4,0,25,[],0.5896976590156555
292,RandomMacro,5,4,21,"[45, 21, 61, 5]",0.8004319071769714
292,RandomMacro,6,2,19,"[45, 21]",0.8894050121307373
292,RandomMacro,7,4,15,"[13, 37, 53, 30]",0.9301337599754333
292,RandomMacro,8,0,15,[],1.0064822435379028
292,RandomMacro,9,4,11,"[61, 21, 37, 54]",1.0188064575195312
292,RandomMacro,10,1,10,[14],1.0073726177215576
292,RandomMacro,11,4,6,"[45, 62, 38, 22]",0.9518461227416992
292,RandomMacro,12,1,5,[30],0.9805907011032104
292,RandomMacro,13,2,3,"[14, 30]",0.9965617060661316
292,RandomMacro,14,1,2,[38],0.9812878966331482
292,RandomMacro,15,1,1,[14],1.0102784633636475
292,RandomMacro,16,1,0,[22],1.0314146280288696
293,RandomMacro,0,0,32,[],0.07769350707530975
293,RandomMacro,1,4,28,"[13, 29, 45, 61]",0.07397852092981339
293,RandomMacro,2,4,24,"[13, 29, 45, 22]",0.10738655924797058
293,RandomMacro,3,4,20,"[13, 29, 45, 61]",0.259615033864975
293,RandomMacro,4,2,18,"[13, 29]",0.5933006405830383
293,RandomMacro,5,4,14,"[53, 5, 21, 37]",0.8744034171104431
293,RandomMacro,6,4,10,"[37, 5, 53, 21]",0.995281457901001
293,RandomMacro,7,1,9,[37],1.0649316310882568
293,RandomMacro,8,0,9,[],1.1194109916687012
293,RandomMacro,9,1,8,[13],1.0702433586120605
293,RandomMacro,10,0,8,[],1.0642739534378052
293,RandomMacro,11,4,4,"[14, 54, 5, 37]",1.0143158435821533
293,RandomMacro,12,1,3,[22],1.026703953742981
293,RandomMacro,13,1,2,[14],1.0646181106567383
293,RandomMacro,14,1,1,[30],1.0679831504821777
293,RandomMacro,15,1,0,[38],0.9772032499313354
293,RandomMacro,16,0,0,[],0.9580538868904114
294,RandomMacro,0,2,30,"[14, 30]",0.06710973381996155
294,RandomMacro,1,0,30,[],0.09773958474397659
294,RandomMacro,2,4,26,"[13, 29, 45, 61]",0.11305738240480423
294,RandomMacro,3,2,24,"[13, 29]",0.2178972363471985
294,RandomMacro,4,4,20,"[53, 13, 37, 54]",0.49107858538627625
294,RandomMacro,5,4,16,"[5, 61, 29, 6]",0.7640573382377625
294,RandomMacro,6,2,14,"[45, 13]",0.8228691220283508
294,RandomMacro,7,2,12,"[13, 45]",0.9661825895309448
294,RandomMacro,8,1,11,[5],1.0891098976135254
294,RandomMacro,9,4,7,"[53, 37, 6, 46]",1.0553085803985596
294,RandomMacro,10,4,3,"[6, 45, 22, 46]",0.9925702810287476
294,RandomMacro,11,2,1,"[62, 6]",0.9848108291625977
294,RandomMacro,12,0,1,[],1.0443964004516602
294,RandomMacro,13,1,0,[6],1.0234533548355103
294,RandomMacro,14,0,0,[],1.0279299020767212
294,RandomMacro,15,0,0,[],1.0082998275756836
294,RandomMacro,16,0,0,[],1.0475422143936157
295,RandomMacro,0,2,30,"[14, 30]",0.06661249697208405
295,RandomMacro,1,1,29,[13],0.08915252983570099
295,RandomMacro,2,2,27,"[29, 13]",0.11093620210886002
295,RandomMacro,3,0,27,[],0.18072408437728882
295,RandomMacro,4,1,26,[53],0.34321126341819763
295,RandomMacro,5,1,25,[5],0.6127185821533203
295,RandomMacro,6,2,23,"[29, 45]",0.8089227676391602
295,RandomMacro,7,2,21,"[13, 37]",0.9703122973442078
295,RandomMacro,8,2,19,"[30, 6]",0.9893823266029358
295,RandomMacro,9,4,15,"[21, 6, 37, 53]",0.9659604430198669
295,RandomMacro,10,2,13,"[38, 6]",0.9420842528343201
295,RandomMacro,11,0,13,[],0.9817485213279724
295,RandomMacro,12,4,9,"[30, 46, 14, 21]",0.9980003237724304
295,RandomMacro,13,0,9,[],1.0650765895843506
295,RandomMacro,14,1,8,[46],1.1150081157684326
295,RandomMacro,15,4,4,"[46, 22, 29, 13]",1.0804409980773926
295,RandomMacro,16,4,0,"[46, 5, 29, 22]",1.0993945598602295
296,RandomMacro,0,2,30,"[14, 30]",0.066852867603302
296,RandomMacro,1,1,29,[13],0.08964304625988007
296,RandomMacro,2,1,28,[29],0.12277626991271973
296,RandomMacro,3,1,27,[13],0.1957101821899414
296,RandomMacro,4,1,26,[53],0.3884827792644501
296,RandomMacro,5,2,24,"[37, 5]",0.6683979034423828
296,RandomMacro,6,4,20,"[21, 61, 45, 5]",0.848287045955658
296,RandomMacro,7,0,20,[],0.9624350666999817
296,RandomMacro,8,0,20,[],1.0524545907974243
296,RandomMacro,9,4,16,"[14, 53, 37, 46]",0.9956797361373901
296,RandomMacro,10,4,12,"[14, 53, 37, 5]",0.9701088070869446
296,RandomMacro,11,0,12,[],1.000624418258667
296,RandomMacro,12,0,12,[],1.0752214193344116
296,RandomMacro,13,4,8,"[29, 14, 62, 46]",1.0795035362243652
296,RandomMacro,14,4,4,"[14, 30, 53, 5]",1.0819772481918335
296,RandomMacro,15,0,4,[],1.1409857273101807
296,RandomMacro,16,4,0,"[46, 22, 62, 6]",1.0537768602371216
297,RandomMacro,0,1,31,[14],0.07222427427768707
297,RandomMacro,1,0,31,[],0.10262776166200638
297,RandomMacro,2,4,27,"[13, 29, 45, 61]",0.09743231534957886
297,RandomMacro,3,0,27,[],0.1833101361989975
297,RandomMacro,4,4,23,"[37, 13, 53, 29]",0.4115844666957855
297,RandomMacro,5,0,23,[],0.7661517858505249
297,RandomMacro,6,1,22,[53],0.9091684818267822
297,RandomMacro,7,2,20,"[29, 5]",0.9341728687286377
297,RandomMacro,8,1,19,[37],0.921190083026886
297,RandomMacro,9,2,17,"[54, 13]",0.9478152990341187
297,RandomMacro,10,0,17,[],1.0001212358474731
297,RandomMacro,11,4,13,"[38, 14, 62, 30]",0.9804573059082031
297,RandomMacro,12,1,12,[6],1.0191929340362549
297,RandomMacro,13,2,10,"[38, 6]",0.9943075180053711
297,RandomMacro,14,2,8,"[45, 6]",1.0115678310394287
297,RandomMacro,15,4,4,"[30, 6, 38, 61]",0.9897550344467163
297,RandomMacro,16,4,0,"[53, 61, 46, 36]",0.9671522974967957
298,RandomMacro,0,0,32,[],0.07748246192932129
298,RandomMacro,1,4,28,"[13, 29, 45, 61]",0.07081303000450134
298,RandomMacro,2,1,27,[13],0.09296970069408417
298,RandomMacro,3,0,27,[],0.16477058827877045
298,RandomMacro,4,0,27,[],0.33779221773147583
298,RandomMacro,5,2,25,"[53, 29]",0.5480255484580994
298,RandomMacro,6,0,25,[],0.8040721416473389
298,RandomMacro,7,4,21,"[21, 37, 54, 61]",0.89835125207901
298,RandomMacro,8,2,19,"[13, 37]",0.8813651204109192
298,RandomMacro,9,0,19,[],0.8482053279876709
298,RandomMacro,10,0,19,[],0.8637409806251526
298,RandomMacro,11,4,15,"[6, 53, 30, 14]",0.9147997498512268
298,RandomMacro,12,1,14,[54],0.9145485758781433
298,RandomMacro,13,2,12,"[30, 54]",0.924948513507843
298,RandomMacro,14,4,8,"[14, 45, 22, 5]",0.9629822373390198
298,RandomMacro,15,4,4,"[38, 61, 22, 62]",1.0033468008041382
298,RandomMacro,16,4,0,"[38, 22, 61, 5]",0.9742854833602905
299,RandomMacro,0,1,31,[14],0.07200847566127777
299,RandomMacro,1,4,27,"[29, 14, 45, 61]",0.07002218812704086
299,RandomMacro,2,0,27,[],0.10704842209815979
299,RandomMacro,3,4,23,"[13, 29, 45, 61]",0.15699076652526855
299,RandomMacro,4,4,19,"[37, 13, 61, 45]",0.2623615860939026
299,RandomMacro,5,0,19,[],0.5573958158493042
299,RandomMacro,6,2,17,"[45, 13]",0.8489779829978943
299,RandomMacro,7,4,13,"[5, 61, 29, 45]",0.8857019543647766
299,RandomMacro,8,4,9,"[5, 45, 38, 61]",0.9275278449058533
299,RandomMacro,9,2,7,"[37, 30]",0.9288341403007507
299,RandomMacro,10,2,5,"[54, 37]",0.8942533135414124
299,RandomMacro,11,4,1,"[38, 62, 6, 21]",0.8714838624000549
299,RandomMacro,12,1,0,[54],0.84831702709198
299,RandomMacro,13,0,0,[],0.9520319104194641
299,RandomMacro,14,0,0,[],1.073333501815796
299,RandomMacro,15,0,0,[],1.1076463460922241
299,RandomMacro,16,0,0,[],1.1231410503387451
250,UniformMacro,0,2,30,"[14, 30]",0.06653647124767303
250,UniformMacro,1,2,28,"[13, 29]",0.08384262770414352
250,UniformMacro,2,2,26,"[13, 29]",0.1042720302939415
250,UniformMacro,3,2,24,"[13, 29]",0.14645911753177643
250,UniformMacro,4,2,22,"[53, 13]",0.25422951579093933
250,UniformMacro,5,2,20,"[13, 45]",0.5051866173744202
250,UniformMacro,6,2,18,"[61, 5]",0.8237740993499756
250,UniformMacro,7,2,16,"[53, 37]",1.0054351091384888
250,UniformMacro,8,2,14,"[29, 5]",1.1145193576812744
250,UniformMacro,9,2,12,"[61, 21]",1.032429575920105
250,UniformMacro,10,2,10,"[38, 54]",0.9620105028152466
250,UniformMacro,11,2,8,"[38, 13]",0.9433888792991638
250,UniformMacro,12,2,6,"[37, 22]",0.9490763545036316
250,UniformMacro,13,2,4,"[54, 37]",0.9168553352355957
250,UniformMacro,14,2,2,"[6, 62]",0.8985483646392822
250,UniformMacro,15,2,0,"[45, 22]",0.9043610095977783
250,UniformMacro,16,0,0,[],0.9249814748764038
251,UniformMacro,0,2,30,"[14, 30]",0.0664777010679245
251,UniformMacro,1,2,28,"[13, 29]",0.08345102518796921
251,UniformMacro,2,2,26,"[13, 29]",0.10185109078884125
251,UniformMacro,3,2,24,"[13, 29]",0.13477450609207153
251,UniformMacro,4,2,22,"[53, 13]",0.1985260248184204
251,UniformMacro,5,2,20,"[13, 45]",0.3645090162754059
251,UniformMacro,6,2,18,"[5, 54]",0.6837598085403442
251,UniformMacro,7,2,16,"[13, 37]",0.978676974773407
251,UniformMacro,8,2,14,"[53, 13]",1.0581450462341309
251,UniformMacro,9,2,12,"[37, 61]",1.0338419675827026
251,UniformMacro,10,2,10,"[13, 38]",0.9859476685523987
251,UniformMacro,11,2,8,"[62, 45]",1.006736397743225
251,UniformMacro,12,2,6,"[37, 5]",0.9877912402153015
251,UniformMacro,13,2,4,"[54, 13]",0.9481160640716553
251,UniformMacro,14,2,2,"[37, 6]",0.9504151344299316
251,UniformMacro,15,2,0,"[54, 22]",0.9364413619041443
251,UniformMacro,16,0,0,[],1.0625262260437012
252,UniformMacro,0,2,30,"[14, 30]",0.06681057065725327
252,UniformMacro,1,2,28,"[13, 29]",0.08540792018175125
252,UniformMacro,2,2,26,"[13, 29]",0.1136680617928505
252,UniformMacro,3,2,24,"[13, 29]",0.19204959273338318
252,UniformMacro,4,2,22,"[53, 13]",0.40947237610816956
252,UniformMacro,5,2,20,"[13, 29]",0.7130439877510071
252,UniformMacro,6,2,18,"[53, 5]",0.8956583738327026
252,UniformMacro,7,2,16,"[13, 37]",1.0597100257873535
252,UniformMacro,8,2,14,"[29, 53]",1.1070809364318848
252,UniformMacro,9,2,12,"[21, 61]",1.0891417264938354
252,UniformMacro,10,2,10,"[13, 38]",1.0533952713012695
252,UniformMacro,11,2,8,"[62, 45]",1.0328893661499023
252,UniformMacro,12,2,6,"[46, 6]",1.0303022861480713
252,UniformMacro,13,2,4,"[30, 6]",1.0256470441818237
252,UniformMacro,14,2,2,"[22, 6]",1.0010877847671509
252,UniformMacro,15,2,0,"[53, 14]",1.0096670389175415
252,UniformMacro,16,0,0,[],0.9800875186920166
253,UniformMacro,0,2,30,"[14, 30]",0.06676552444696426
253,UniformMacro,1,2,28,"[13, 29]",0.08485939353704453
253,UniformMacro,2,2,26,"[13, 29]",0.11073079705238342
253,UniformMacro,3,2,24,"[13, 29]",0.18019366264343262
253,UniformMacro,4,2,22,"[53, 13]",0.38400617241859436
253,UniformMacro,5,2,20,"[13, 29]",0.6916992664337158
253,UniformMacro,6,2,18,"[53, 5]",0.8971538543701172
253,UniformMacro,7,2,16,"[13, 37]",1.084132432937622
253,UniformMacro,8,2,14,"[61, 13]",1.1020172834396362
253,UniformMacro,9,2,12,"[61, 38]",1.0689382553100586
253,UniformMacro,10,2,10,"[14, 53]",1.0717166662216187
253,UniformMacro,11,2,8,"[46, 29]",1.0465068817138672
253,UniformMacro,12,2,6,"[14, 38]",1.0472427606582642
253,UniformMacro,13,2,4,"[14, 62]",1.0535480976104736
253,UniformMacro,14,2,2,"[14, 37]",1.0264396667480469
253,UniformMacro,15,2,0,"[14, 54]",1.0025944709777832
253,UniformMacro,16,0,0,[],1.0440562963485718
254,UniformMacro,0,2,30,"[14, 30]",0.06757649034261703
254,UniformMacro,1,2,28,"[13, 29]",0.08798927068710327
254,UniformMacro,2,2,26,"[13, 29]",0.12806974351406097
254,UniformMacro,3,2,24,"[13, 29]",0.25502535700798035
254,UniformMacro,4,2,22,"[53, 13]",0.5472062826156616
254,UniformMacro,5,2,20,"[13, 29]",0.8085107803344727
254,UniformMacro,6,2,18,"[54, 5]",0.95919269323349
254,UniformMacro,7,2,16,"[13, 37]",1.0761265754699707
254,UniformMacro,8,2,14,"[61, 13]",1.1103566884994507
254,UniformMacro,9,2,12,"[61, 37]",1.0919994115829468
254,UniformMacro,10,2,10,"[14, 45]",1.0976530313491821
254,UniformMacro,11,2,8,"[46, 13]",1.0530534982681274
254,UniformMacro,12,2,6,"[46, 14]",1.0859116315841675
254,UniformMacro,13,2,4,"[37, 14]",1.108847975730896
254,UniformMacro,14,2,2,"[54, 14]",1.0837972164154053
254,UniformMacro,15,2,0,"[14, 22]",1.0369369983673096
254,UniformMacro,16,0,0,[],1.040725588798523
255,UniformMacro,0,2,30,"[14, 30]",0.06666145473718643
255,UniformMacro,1,2,28,"[13, 29]",0.08462800830602646
255,UniformMacro,2,2,26,"[13, 29]",0.10902317613363266
255,UniformMacro,3,2,24,"[13, 29]",0.16966192424297333
255,UniformMacro,4,2,22,"[53, 13]",0.34210479259490967
255,UniformMacro,5,2,20,"[13, 29]",0.6519361138343811
255,UniformMacro,6,2,18,"[53, 5]",0.8664586544036865
255,UniformMacro,7,2,16,"[37, 53]",1.0247188806533813
255,UniformMacro,8,2,14,"[13, 37]",1.0637654066085815
255,UniformMacro,9,2,12,"[61, 21]",1.0296396017074585
255,UniformMacro,10,2,10,"[14, 38]",1.0434160232543945
255,UniformMacro,11,2,8,"[45, 62]",1.0153298377990723
255,UniformMacro,12,2,6,"[22, 6]",1.0226056575775146
255,UniformMacro,13,2,4,"[46, 29]",1.0236486196517944
255,UniformMacro,14,2,2,"[22, 6]",1.0085221529006958
255,UniformMacro,15,2,0,"[54, 22]",1.0414152145385742
255,UniformMacro,16,0,0,[],1.0921571254730225
256,UniformMacro,0,2,30,"[14, 30]",0.06703997403383255
256,UniformMacro,1,2,28,"[13, 29]",0.0865263119339943
256,UniformMacro,2,2,26,"[13, 29]",0.12052520364522934
256,UniformMacro,3,2,24,"[13, 29]",0.2235979586839676
256,UniformMacro,4,2,22,"[53, 13]",0.48469921946525574
256,UniformMacro,5,2,20,"[13, 29]",0.7630372643470764
256,UniformMacro,6,2,18,"[54, 5]",0.9208653569221497
256,UniformMacro,7,2,16,"[13, 37]",1.0576021671295166
256,UniformMacro,8,2,14,"[61, 13]",1.0946458578109741
256,UniformMacro,9,2,12,"[61, 14]",1.0939770936965942
256,UniformMacro,10,2,10,"[45, 38]",1.1009342670440674
256,UniformMacro,11,2,8,"[46, 22]",1.0823813676834106
256,UniformMacro,12,2,6,"[21, 6]",1.0547879934310913
256,UniformMacro,13,2,4,"[62, 22]",1.0667356252670288
256,UniformMacro,14,2,2,"[37, 54]",1.03902268409729
256,UniformMacro,15,2,0,"[54, 6]",1.0425219535827637
256,UniformMacro,16,0,0,[],1.0942962169647217
257,UniformMacro,0,2,30,"[14, 30]",0.06646386533975601
257,UniformMacro,1,2,28,"[13, 29]",0.08339355140924454
257,UniformMacro,2,2,26,"[13, 29]",0.10148869454860687
257,UniformMacro,3,2,24,"[13, 29]",0.13316890597343445
257,UniformMacro,4,2,22,"[53, 13]",0.1886734813451767
257,UniformMacro,5,2,20,"[13, 45]",0.33052781224250793
257,UniformMacro,6,2,18,"[5, 54]",0.6394978761672974
257,UniformMacro,7,2,16,"[13, 37]",0.9568076729774475
257,UniformMacro,8,2,14,"[53, 13]",1.0539309978485107
257,UniformMacro,9,2,12,"[37, 61]",1.0317513942718506
257,UniformMacro,10,2,10,"[13, 38]",0.9911594986915588
257,UniformMacro,11,2,8,"[62, 45]",1.0157454013824463
257,UniformMacro,12,2,6,"[37, 5]",0.987402081489563
257,UniformMacro,13,2,4,"[54, 13]",0.9425262212753296
257,UniformMacro,14,2,2,"[37, 6]",0.950497031211853
257,UniformMacro,15,2,0,"[54, 22]",0.9334789514541626
257,UniformMacro,16,0,0,[],1.0539168119430542
258,UniformMacro,0,2,30,"[14, 30]",0.06771142035722733
258,UniformMacro,1,2,28,"[13, 29]",0.08906345814466476
258,UniformMacro,2,2,26,"[13, 29]",0.13378553092479706
258,UniformMacro,3,2,24,"[13, 29]",0.2751496732234955
258,UniformMacro,4,2,22,"[53, 13]",0.5760090351104736
258,UniformMacro,5,2,20,"[13, 29]",0.820705771446228
258,UniformMacro,6,2,18,"[54, 5]",0.958624541759491
258,UniformMacro,7,2,16,"[13, 37]",1.0666570663452148
258,UniformMacro,8,2,14,"[13, 61]",1.1198070049285889
258,UniformMacro,9,2,12,"[61, 38]",1.1194961071014404
258,UniformMacro,10,2,10,"[14, 38]",1.0485018491744995
258,UniformMacro,11,2,8,"[46, 13]",1.0235146284103394
258,UniformMacro,12,2,6,"[38, 14]",1.0351625680923462
258,UniformMacro,13,2,4,"[37, 21]",1.098018765449524
258,UniformMacro,14,2,2,"[14, 54]",1.0708694458007812
258,UniformMacro,15,2,0,"[22, 6]",0.9855743646621704
258,UniformMacro,16,0,0,[],0.9566404223442078
259,UniformMacro,0,2,30,"[14, 30]",0.06644798815250397
259,UniformMacro,1,2,28,"[13, 29]",0.08331315964460373
259,UniformMacro,2,2,26,"[13, 29]",0.10099729895591736
259,UniformMacro,3,2,24,"[13, 29]",0.13105593621730804
259,UniformMacro,4,2,22,"[53, 13]",0.17555321753025055
259,UniformMacro,5,2,20,"[13, 45]",0.2807338535785675
259,UniformMacro,6,2,18,"[5, 54]",0.5584624409675598
259,UniformMacro,7,2,16,"[13, 37]",0.9156662225723267
259,UniformMacro,8,2,14,"[53, 13]",1.0436562299728394
259,UniformMacro,9,2,12,"[37, 61]",1.0391595363616943
259,UniformMacro,10,2,10,"[13, 38]",1.0040088891983032
259,UniformMacro,11,2,8,"[62, 45]",1.0219565629959106
259,UniformMacro,12,2,6,"[37, 5]",1.0087151527404785
259,UniformMacro,13,2,4,"[54, 13]",0.9530343413352966
259,UniformMacro,14,2,2,"[37, 6]",0.9300403594970703
259,UniformMacro,15,2,0,"[54, 22]",0.8811140656471252
259,UniformMacro,16,0,0,[],0.9650588631629944
260,UniformMacro,0,2,30,"[14, 30]",0.06672514230012894
260,UniformMacro,1,2,28,"[13, 29]",0.08450982719659805
260,UniformMacro,2,2,26,"[13, 29]",0.10845670104026794
260,UniformMacro,3,2,24,"[13, 29]",0.16907641291618347
260,UniformMacro,4,2,22,"[53, 13]",0.3505955934524536
260,UniformMacro,5,2,20,"[13, 29]",0.6611163020133972
260,UniformMacro,6,2,18,"[53, 5]",0.8873579502105713
260,UniformMacro,7,2,16,"[37, 53]",1.0444170236587524
260,UniformMacro,8,2,14,"[21, 37]",1.0885202884674072
260,UniformMacro,9,2,12,"[61, 21]",1.0108609199523926
260,UniformMacro,10,2,10,"[38, 5]",1.0438482761383057
260,UniformMacro,11,2,8,"[62, 5]",1.017942190170288
260,UniformMacro,12,2,6,"[46, 6]",0.9957861304283142
260,UniformMacro,13,2,4,"[46, 14]",1.0178301334381104
260,UniformMacro,14,2,2,"[37, 6]",1.062917709350586
260,UniformMacro,15,2,0,"[22, 54]",1.1136316061019897
260,UniformMacro,16,0,0,[],1.095996618270874
261,UniformMacro,0,2,30,"[14, 30]",0.06861386448144913
261,UniformMacro,1,2,28,"[13, 29]",0.09037098288536072
261,UniformMacro,2,2,26,"[13, 29]",0.13630414009094238
261,UniformMacro,3,2,24,"[13, 29]",0.28267526626586914
261,UniformMacro,4,2,22,"[53, 13]",0.5896627306938171
261,UniformMacro,5,2,20,"[13, 37]",0.8424287438392639
261,UniformMacro,6,2,18,"[54, 5]",0.9859514236450195
261,UniformMacro,7,2,16,"[13, 37]",1.0822422504425049
261,UniformMacro,8,2,14,"[13, 61]",1.1528511047363281
261,UniformMacro,9,2,12,"[61, 38]",1.1343666315078735
261,UniformMacro,10,2,10,"[14, 38]",1.068579077720642
261,UniformMacro,11,2,8,"[46, 13]",1.0012755393981934
261,UniformMacro,12,2,6,"[46, 13]",0.9902634620666504
261,UniformMacro,13,2,4,"[37, 54]",0.9784976243972778
261,UniformMacro,14,2,2,"[54, 22]",0.9740512371063232
261,UniformMacro,15,2,0,"[22, 45]",0.9804692268371582
261,UniformMacro,16,0,0,[],0.9742069244384766
262,UniformMacro,0,2,30,"[14, 30]",0.06715773046016693
262,UniformMacro,1,2,28,"[13, 29]",0.08666359633207321
262,UniformMacro,2,2,26,"[13, 29]",0.12154562771320343
262,UniformMacro,3,2,24,"[13, 29]",0.2293017953634262
262,UniformMacro,4,2,22,"[53, 13]",0.5001452565193176
262,UniformMacro,5,2,20,"[13, 29]",0.7774879932403564
262,UniformMacro,6,2,18,"[54, 5]",0.939245879650116
262,UniformMacro,7,2,16,"[13, 37]",1.072864055633545
262,UniformMacro,8,2,14,"[61, 13]",1.102423071861267
262,UniformMacro,9,2,12,"[61, 38]",1.1003596782684326
262,UniformMacro,10,2,10,"[14, 38]",1.0955806970596313
262,UniformMacro,11,2,8,"[29, 13]",1.0866931676864624
262,UniformMacro,12,2,6,"[14, 62]",1.0875829458236694
262,UniformMacro,13,2,4,"[21, 46]",1.1531356573104858
262,UniformMacro,14,2,2,"[22, 6]",1.0945708751678467
262,UniformMacro,15,2,0,"[22, 53]",1.036407232284546
262,UniformMacro,16,0,0,[],1.0645629167556763
263,UniformMacro,0,2,30,"[14, 30]",0.06715689599514008
263,UniformMacro,1,2,28,"[13, 29]",0.08638755977153778
263,UniformMacro,2,2,26,"[13, 29]",0.11974090337753296
263,UniformMacro,3,2,24,"[13, 29]",0.22210972011089325
263,UniformMacro,4,2,22,"[53, 13]",0.4871205687522888
263,UniformMacro,5,2,20,"[13, 29]",0.7728811502456665
263,UniformMacro,6,2,18,"[53, 5]",0.9458447694778442
263,UniformMacro,7,2,16,"[13, 37]",1.082592487335205
263,UniformMacro,8,2,14,"[61, 13]",1.1078931093215942
263,UniformMacro,9,2,12,"[61, 38]",1.0952569246292114
263,UniformMacro,10,2,10,"[38, 5]",1.094618797302246
263,UniformMacro,11,2,8,"[22, 38]",1.0922021865844727
263,UniformMacro,12,2,6,"[14, 62]",1.0903748273849487
263,UniformMacro,13,2,4,"[37, 14]",1.1272859573364258
263,UniformMacro,14,2,2,"[29, 14]",1.100597858428955
263,UniformMacro,15,2,0,"[54, 14]",1.045112133026123
263,UniformMacro,16,0,0,[],1.067838430404663
264,UniformMacro,0,2,30,"[14, 30]",0.06664300709962845
264,UniformMacro,1,2,28,"[13, 29]",0.0840269923210144
264,UniformMacro,2,2,26,"[13, 29]",0.10526163876056671
264,UniformMacro,3,2,24,"[13, 29]",0.15301257371902466
264,UniformMacro,4,2,22,"[53, 13]",0.29161614179611206
264,UniformMacro,5,2,20,"[13, 45]",0.5917022228240967
264,UniformMacro,6,2,18,"[6, 54]",0.8738548159599304
264,UniformMacro,7,2,16,"[13, 37]",1.0747398138046265
264,UniformMacro,8,2,14,"[61, 13]",1.1205499172210693
264,UniformMacro,9,2,12,"[61, 37]",1.0469297170639038
264,UniformMacro,10,2,10,"[14, 38]",1.0201691389083862
264,UniformMacro,11,2,8,"[62, 13]",1.0183459520339966
264,UniformMacro,12,2,6,"[37, 14]",1.0093191862106323
264,UniformMacro,13,2,4,"[37, 62]",1.0406863689422607
264,UniformMacro,14,2,2,"[14, 54]",1.0371426343917847
264,UniformMacro,15,2,0,"[54, 22]",1.0346466302871704
264,UniformMacro,16,0,0,[],1.0860787630081177
265,UniformMacro,0,2,30,"[14, 30]",0.06768888235092163
265,UniformMacro,1,2,28,"[13, 29]",0.08742135018110275
265,UniformMacro,2,2,26,"[13, 29]",0.12377040088176727
265,UniformMacro,3,2,24,"[13, 29]",0.23892493546009064
265,UniformMacro,4,2,22,"[53, 13]",0.5211644172668457
265,UniformMacro,5,2,20,"[13, 29]",0.7975755333900452
265,UniformMacro,6,2,18,"[54, 5]",0.9592063426971436
265,UniformMacro,7,2,16,"[37, 13]",1.0855251550674438
265,UniformMacro,8,2,14,"[61, 13]",1.1059637069702148
265,UniformMacro,9,2,12,"[61, 37]",1.0657799243927002
265,UniformMacro,10,2,10,"[38, 5]",1.079981803894043
265,UniformMacro,11,2,8,"[6, 62]",1.028952717781067
265,UniformMacro,12,2,6,"[21, 46]",1.0390595197677612
