Cycle,States,MeanFeasibleActions,ReturnMean,ReturnStd,PositiveAdvantageRate,MeanBestAdvantage,PolicyChangeRate,OldValError,NewValError,Accepted
1,408,3.406862745098039,0.044714037583614814,0.04963496877623987,0.6764705882352942,0.044714037583614814,0.6764705882352942,0.7527967035770416,0.7072393834590912,True
2,408,3.5441176470588234,0.02539597549900967,0.029933127221998788,0.6593137254901961,0.02539597549900967,0.6593137254901961,0.7072393834590912,0.7043639183044433,True
3,408,3.571078431372549,0.022834622679375752,0.02653707851551425,0.6446078431372549,0.022834622679375752,0.6446078431372549,0.7043639183044433,0.7356791913509368,False
4,408,3.549019607843137,0.022151717613147222,0.027507111268829085,0.6740196078431373,0.022151717613147222,0.6740196078431373,0.7043639183044433,0.7231656670570373,False
5,408,3.5245098039215685,0.02411793142675903,0.0296571220046477,0.6446078431372549,0.02411793142675903,0.6446078431372549,0.7043639183044433,0.7246252328157425,False
