Cycle,States,MeanFeasibleActions,ReturnMean,ReturnStd,PositiveAdvantageRate,MeanBestAdvantage,PolicyChangeRate,OldValError,NewValError,Accepted
1,408,3.3970588235294117,0.03812389442228504,0.04419958877178413,0.6642156862745098,0.03812389442228504,0.6642156862745098,0.7527967035770416,0.7361877709627151,True
2,408,3.5416666666666665,0.032229069567097826,0.03854468713774015,0.6764705882352942,0.032229069567097826,0.6764705882352942,0.7361877709627151,0.7302446395158768,True
3,408,3.409313725490196,0.02451178367089532,0.031051580456139646,0.6495098039215687,0.02451178367089532,0.6495098039215687,0.7302446395158768,0.7426271945238113,False
4,408,3.4436274509803924,0.02632411271678088,0.029647932133397805,0.6911764705882353,0.02632411271678088,0.6911764705882353,0.7302446395158768,0.7080989986658096,True
5,408,3.5441176470588234,0.022798905357372622,0.02995178585165873,0.5955882352941176,0.022798905357372622,0.5955882352941176,0.7080989986658096,0.7490652740001679,False
