Cycle,States,MeanFeasibleActions,ReturnMean,ReturnStd,PositiveAdvantageRate,MeanBestAdvantage,PolicyChangeRate,OldValError,NewValError,Accepted
1,408,3.406862745098039,0.013572362938362961,0.027120365511823747,0.5637254901960784,0.013572362938362961,0.5637254901960784,0.7527967035770416,0.7402337819337845,True
2,408,3.3848039215686274,0.016983919235456633,0.03410623501187606,0.5686274509803921,0.016983919235456633,0.5686274509803921,0.7402337819337845,0.7350056558847428,True
3,408,3.3799019607843137,0.015508168227868909,0.030377604164751267,0.5784313725490197,0.015508168227868909,0.5784313725490197,0.7350056558847428,0.7350056558847428,False
