Cycle,States,MeanFeasibleActions,ReturnMean,ReturnStd,PositiveAdvantageRate,MeanBestAdvantage,PolicyChangeRate,OldValError,NewValError,Accepted
1,408,3.4191176470588234,0.015566259786156268,0.028145014280903297,0.6004901960784313,0.015566259786156268,0.6004901960784313,0.7527967035770416,0.7350056558847428,True
2,408,3.411764705882353,0.014080953365289051,0.027359932720553034,0.5759803921568627,0.014080953365289051,0.5759803921568627,0.7350056558847428,0.7366036295890808,False
3,408,3.3357843137254903,0.014960975578976741,0.027222476108890805,0.571078431372549,0.014960975578976741,0.571078431372549,0.7350056558847428,0.7363211572170257,False
