Split,TrajectoryRelativeL2,FinalFrameRelativeL2,MeanFrameRelativeL2,Cases,WallTime
val,0.7057724505662918,1.0644749969244003,0.6812898874282837,20,3.3928936000011163
test,0.6896706372499466,1.062048716545105,0.6657241147756576,50,6.55560179999884
